id,name,avg_resp_time,avg # comms per req,total pages,total requests,# awaiting response,# awaiting appeal,# fix required,# payment required,# rejected,# no responsive docs,# completed,# partially completed,# withdrawn
4724,"NASA - Office of the Inspector General, United States of America",33,5,509,17,13,0,7,0,3,0,16,4,0
4726,"Department of Health, Virginia",22,2,0,2,0,0,0,0,0,1,0,0,0
4727,"New Mexico Department of Public Safety, New Mexico",201,10,7,2,0,0,0,0,0,2,0,0,0
4729,"Citrus County Building Division, Citrus County, FL",0,20,0,1,0,0,1,0,0,0,0,0,0
4730,"Secretary of State (CO), Colorado",20,12,34,1,0,0,1,0,0,1,0,1,0
4731,"US Army Corps of Engineers - Sacramento Division, United States of America",338,19,37526,1,2,0,0,0,0,0,2,0,0
4734,"Administrative Office of Courts (AL), Alabama",0,13,1,1,0,0,4,1,0,0,0,0,0
4735,"Department of State, Office of the Inspector General, United States of America",162,4,263,6,2,0,1,0,0,0,8,1,0
4736,"Bexar County Auditor's Office, Bexar County, TX",0,8,60,1,0,0,0,0,0,0,0,0,0
4737,"Oakland County Sheriff's Office, Oakland County, MI",9,2,5,4,0,0,0,0,2,1,0,0,0
4738,"Beaver Dam Police Department, Beaver Dam, WI",0,2,9,1,0,0,0,0,0,0,0,0,0
4739,"Duluth Public School District, Duluth, MN",0,0,0,0,0,0,0,0,0,0,0,0,0
4740,"University of Minnesota Duluth, Duluth, MN",0,0,0,0,0,0,0,0,0,0,0,0,0
4741,"Taxi and Limousine Commission, New York City, NY",180,20,7,2,18,0,0,0,0,1,1,0,0
4742,"Department of Industrial Relations, Division of Occupational Safety and Health, California",86,8,2,1,0,0,0,0,0,1,0,0,0
4744,"Seminole County Fire Department, Seminole County, FL",0,0,0,0,0,0,0,0,0,0,0,0,0
4745,"Office of the City Clerk, Chula Vista, CA",0,6,1,1,0,0,1,0,0,0,0,0,0
4746,"Office of the City Clerk, Anaheim, CA",10,3,1,1,0,0,0,0,0,1,0,0,0
4747,"Office of the City Clerk, Covina, CA",1,2,0,1,0,0,0,0,0,1,0,0,0
4748,"Administrative Office of the Courts, New Hampshire",0,6,0,1,0,0,2,0,0,0,0,0,0
4749,"City Clerk Department, Moreno Valley, CA",17,4,0,1,0,0,0,0,0,1,0,0,0
4750,"City Clerk, La Habra Heights, CA",14,2,1,1,0,0,0,0,0,1,0,0,0
4751,"Office of the City Clerk, West Covina, CA",35,3,0,1,0,0,0,0,0,1,0,0,0
4752,"City Clerk, Glendora, CA",0,5,0,1,0,0,1,0,0,0,0,0,0
4753,"City Manager's Office, Long Beach, CA",126,12,0,1,1,0,0,0,0,2,0,0,0
4754,"City Clerk's Department, Rialto, CA",0,3,0,1,0,0,0,0,0,0,0,0,0
4755,"City Clerk, Ontario, CA",7,2,1,1,0,0,0,0,0,1,0,0,0
4756,"Chief Administrative Office, San Diego County, CA",19,2,0,2,0,0,0,0,0,2,0,0,0
4757,"City Clerk, San Marcos, CA",0,5,0,1,0,0,1,0,0,0,0,0,0
4758,"City Clerk, Calexico, CA",10,4,20,1,0,0,0,0,0,0,2,0,0
4759,"Redevelopment Agency, Fontana, CA",0,0,0,0,0,0,0,0,0,0,0,0,0
4760,"City Clerk, Fontana, CA",0,2,22,1,0,0,0,0,0,0,0,0,0
4761,"City Clerk, Menifee, CA",108,8,0,1,0,0,0,0,0,1,0,0,0
4762,"City Clerk, Indio, CA",35,3,0,1,0,0,0,0,0,1,0,0,0
4763,"City Clerk, Murrieta, CA",2,5,2,1,0,0,0,0,0,1,0,0,0
4764,"City Clerk, Rosemead, CA",35,3,0,1,0,0,0,0,0,1,0,0,0
4765,"Federal Prison Industries - UNICOR, United States of America",3,2,0,3,0,0,0,0,3,0,0,0,0
4767,"Berkshire County Jail and House of Correction, Berkshire County, MA",5,2,20,1,0,0,0,0,0,0,1,0,0
4768,"Bristol County House of Correction and Jail, Bristol County, MA",0,0,0,0,0,0,0,0,0,0,0,0,0
4769,"Bristol County Sheriff's Office, Bristol County, MA",0,0,0,0,0,0,0,0,0,0,0,0,0
4770,"Bristol County Sheriff's Office Women's Center, Bristol County, MA",0,0,0,0,0,0,0,0,0,0,0,0,0
4771,"C. Carlos Carreiro Immigration Detention Center, Bristol County, MA",0,0,0,0,0,0,0,0,0,0,0,0,0
4772,"Ash Street Jail and Regional Lock-Up, Bristol County, MA",0,13,0,1,0,0,1,0,0,0,0,0,0
4773,"Dukes County Sheriff, Dukes County, MA",0,15,0,1,0,0,0,0,0,0,0,0,0
4774,"Committee for Public Council Services, Massachusetts",0,1,0,1,0,0,0,0,0,0,0,0,0
4775,"Kentucky Department of Transportation, Kentucky",0,1,0,1,0,0,0,0,0,0,0,0,0
4776,"Pflugerville Independent School District Police, Pflugerville, TX",0,1,0,1,0,0,0,0,0,0,0,0,0
4777,"Borough of Sayreville, Sayreville, NJ",0,0,0,0,0,0,0,0,0,0,0,0,0
4780,"Illinois Attorney General, Illinois",73,9,69,4,2,0,6,0,0,1,5,5,0
4781,"Fairfax County Government Department of Information Technology, Fairfax County, VA",0,5,0,2,0,0,0,1,0,0,0,0,0
4782,"Virginia Department  of Forensic Science, Virginia",0,3,12,3,0,0,1,1,0,0,0,0,0
4783,"Cumberland County Sheriff's Office, Cumberland County, NJ",19,8,12,1,0,0,1,0,1,0,0,0,0
4784,"Office of Attorney General, Texas",30,5,1062,12,12,0,2,1,0,3,13,0,0
4785,"City of Sanford City Clerk, Sanford, FL",0,0,0,0,0,0,0,0,0,0,0,0,0
4786,"Armed Forces Health Surveillance Center, United States of America",0,0,0,0,0,0,0,0,0,0,0,0,0
4788,"Governor's Office, Pennsylvania",62,5,59,6,2,0,2,0,0,1,4,0,0
4789,"Office of the Governor, North Carolina",183,7,0,3,2,0,0,0,0,0,2,0,0
4790,"Office of the Governor, Michigan",5,1,1,2,0,0,0,0,1,0,0,0,0
4791,"Office of the Governor, Virginia",27,4,5,4,0,0,0,0,3,1,0,0,0
4792,"Office of the Governor, Indiana",56,5,10,3,0,0,1,0,0,0,1,0,0
4793,"Office of the Governor, Tennessee",4,2,1,1,0,0,0,0,0,1,0,0,0
4794,"Office of the Governor, Maryland",10,2,3,2,0,0,0,0,0,1,2,0,0
4796,"Office of the Governor, Arkansas",0,2,1,1,0,0,0,0,0,0,0,0,0
4797,"Yamhill County Sheriff's Office, Yamhill County, OR",76,16,70,1,1,0,0,2,0,0,3,0,0
4798,"Athens Police Department, Athens, TN",0,2,0,1,0,0,0,0,0,0,0,0,0
4799,"Eufaula Police Department, Canadian, OK",0,0,0,0,0,0,0,0,0,0,0,0,0
4800,"Metropolitan Area Planning Council, Massachusetts",107,7,1563,2,3,0,0,0,0,0,3,0,0
4801,"Michigan Department of Attorney General, Michigan",56,3,1106,5,2,0,0,1,0,2,2,2,0
4802,"Eufaula Police Department, Pittsburg County, OK",0,0,0,0,0,0,0,0,0,0,0,0,0
4803,"Eufaula Police Department, Eufaula, OK",2,2,2,1,0,0,0,0,0,1,0,0,0
4804,"McAlester Police Department, Mcalester, OK",0,13,2,2,0,0,0,0,0,0,0,0,0
4805,"Pittsburg County Sheriff's Office, Pittsburg County, OK",40,2,212,3,0,0,0,0,0,0,2,0,0
4806,"McIntosh County Sheriff's Office, Mcintosh County, OK",12,2,3,1,0,0,0,0,0,1,0,0,0
4809,"Office of the Governor, Connecticut",26,4,0,3,1,0,0,0,0,1,1,0,0
4810,"Office of the Governor, Delaware",0,4,14,1,0,0,0,0,0,0,0,0,0
4811,"Office of the Governor - Idaho, Idaho",17,3,1,1,0,0,0,0,0,1,0,0,0
4812,"Office of the Governor - Iowa, Iowa",0,13,0,1,0,0,0,0,0,0,0,0,0
4813,"Office of the Governor - Maine, Maine",10,3,4,1,0,0,0,0,0,0,1,0,0
4814,"Office of the Governor - Nebraska, Nebraska",49,5,1,1,0,0,0,0,0,1,0,0,0
4815,"Office of the Governor - New Hampshire, New Hampshire",119,11,2,1,0,0,1,0,1,0,0,0,0
4816,"Office of the Governor - North Dakota, North Dakota",0,2,0,1,0,0,0,0,0,0,0,0,0
4817,"Office of the Governor - Oregon, Oregon",84,6,2,2,1,0,0,0,0,1,1,0,0
4818,"Office of the Governor - South Carolina, South Carolina",56,7,10,7,3,0,0,1,1,2,0,0,0
4819,"Office of the Governor - South Dakota, South Dakota",106,8,10,1,0,0,0,0,0,0,2,0,0
4820,"Office of the Governor - Vermont, Vermont",11,3,3,4,0,0,1,0,1,1,1,0,0
4821,"Office of the Governor - Wisconsin, Wisconsin",49,5,167,6,7,0,0,0,5,1,2,0,0
4822,"Office of the Governor - Wyoming, Wyoming",1,2,1,1,0,0,0,0,0,1,0,0,0
4823,"Office of the Attorney General, Alabama",17,4,0,1,0,0,0,0,0,1,0,0,0
4824,"Palm Springs Police Department, Palm Springs, CA",0,1,0,1,0,0,0,0,0,0,0,0,0
4826,"Boston Public Health Commission, Boston, MA",25,7,298,5,12,0,1,1,0,2,6,0,0
4827,"Office of the Attorney General, Alaska",31,5,55,1,0,0,0,0,0,0,1,0,0
4828,"Office of the Attorney General, Arizona",114,12,718,3,6,0,1,0,0,0,4,0,0
4829,"Office of the Attorney General, Arkansas",0,2,3,3,0,0,0,0,2,0,0,0,0
4830,"Office of the Attorney General - Colorado, Colorado",12,6,536,3,2,0,1,1,0,2,1,0,0
4831,"Colorado State Archives, Colorado",0,2,1,1,0,0,1,0,0,0,0,0,0
4832,"Southborough Police Department, Southborough, MA",6,2,0,1,0,0,0,0,0,0,1,0,0
4834,"Public Utilities Commission, San Francisco, CA",42,11,5,1,0,0,1,0,0,0,1,0,0
4835,"Department of Public Works, San Francisco, CA",0,6,18,1,0,0,0,0,0,0,0,0,0
4836,"Department of Public Health, San Francisco, CA",0,1,0,1,0,0,0,0,0,0,0,0,0
4837,"Public Health Department, San Francisco, CA",53,8,4,1,0,0,0,0,0,0,1,0,0
4838,"San Francisco Supervisor London Breed, San Francisco, CA",255,6,0,1,0,0,0,0,0,0,1,1,0
4839,"City of New Castle, New Castle, DE",45,9,204,4,0,4,0,0,0,0,4,0,0
4840,"Public Employee Relations Board, Delaware",12,2,95,1,0,0,0,0,0,0,1,0,0
4841,"Hanscom Air Force Base, United States of America",0,12,7,2,4,0,1,1,0,0,0,0,0
4842,"Wallingford Board of Education, Wallingford, CT",13,4,58,1,1,0,0,0,0,0,1,0,0
4843,"Department of Technology and Information, Delaware",91,17,61,1,0,0,1,1,0,0,1,0,0
4844,"Palatine Police Department, Palatine, IL",0,2,0,1,0,0,0,0,0,1,0,0,0
4845,"Louisiana State University Law Center, Louisiana",0,2,0,1,0,0,0,0,0,0,0,0,0
4846,"U.S. Army Research Laboratory, United States of America",265,8,14,3,4,0,0,0,0,1,0,0,0
4847,"U.S. Navy - Region Legal Service Office South West, United States of America",0,0,0,0,0,0,0,0,0,0,0,0,0
4848,"The Pentagon, United States of America",0,0,0,0,0,0,0,0,0,0,0,0,0
4850,"Office of the Attorney General - Connecticut, Connecticut",39,4,4,4,0,0,0,0,0,4,0,0,0
4851,"Office of the Attorney General - Delaware, Delaware",23,4,5,3,1,0,1,0,0,2,1,0,0
4852,"Office of the Attorney General - Florida, Florida",39,5,804,6,2,0,0,1,0,1,8,1,0
4853,"Office of the Attorney General - Georgia, Georgia",4,2,9,4,0,0,1,0,0,1,1,0,0
4854,"Office of the Attorney General - Hawaii, Hawaii",12,3,21,3,0,0,0,0,0,2,0,1,0
4855,"Office of the Attorney General - Idaho, Idaho",9,2,1183,4,1,0,0,0,0,1,3,0,0
4856,"Office of the Attorney General - Indiana, Indiana",51,5,341,6,8,0,3,0,0,0,5,0,0
4857,"Office of the Attorney General - Iowa, Iowa",277,6,16,5,0,0,0,0,0,3,1,1,0
4858,"Office of the Attorney General - Kansas, Kansas",68,6,16,6,8,0,0,2,0,3,0,0,0
4859,"Office of the Attorney General - Kentucky, Kentucky",61,4,4,3,2,0,1,0,0,2,0,0,0
4860,"Office of the Attorney General - Louisiana, Louisiana",48,8,577,4,7,0,0,0,1,2,4,0,0
4861,"Office of the Attorney General - Maine, Maine",272,7,42,3,1,0,1,0,0,1,3,0,0
4862,"Office of the Attorney General - Minnesota, Minnesota",40,4,358,6,0,0,0,0,1,1,6,0,0
4863,"Office of the Attorney General - Missouri, Missouri",52,5,851,4,5,0,1,0,0,0,5,0,0
4864,"Office of the Attorney General - Nebraska, Nebraska",33,3,457,4,3,0,2,0,0,1,2,0,0
4865,"Office of the Attorney General - Nevada, Nevada",155,8,60,3,6,0,1,0,0,0,4,2,0
4866,"Office of the Attorney General - New Hampshire, New Hampshire",29,4,294,4,3,0,1,1,0,1,3,0,0
4867,"Department of Human Resources, Alabama",0,2,0,1,0,0,0,0,0,0,0,0,0
4868,"Office of the Attorney General - New Mexico, New Mexico",46,4,10,3,3,0,1,0,0,2,2,0,0
4869,"Office of the Attorney General - North Carolina, North Carolina",106,8,131,3,5,0,0,0,0,1,2,0,0
4870,"Office of the Attorney General - North Dakota, North Dakota",23,4,3,3,0,0,0,0,0,4,0,0,0
4871,"Office of the Attorney General - Ohio, Ohio",63,6,349,4,4,0,5,0,0,0,6,0,0
4872,"Sheriff, Clallam County, WA",0,1,0,1,0,0,0,0,0,0,0,0,0
4873,"City of McFarland, Mcfarland, CA",44,6,48,2,0,0,0,0,0,2,2,0,0
4874,"Blair County, Blair, PA",0,1,0,1,0,0,0,0,0,0,0,0,0
4875,"Quincy Inspectional Services, Quincy, MA",0,9,0,1,1,0,0,0,0,0,0,0,0
4876,"Duluth Police Department, Duluth, MN",0,1,0,1,0,0,0,0,0,0,0,0,0
4877,"Washington State Department of Transportation - Ferries, Washington",0,1,0,1,0,0,0,0,0,0,0,0,0
4878,"Department of Justice, Delaware",29,4,14,4,0,0,0,0,1,2,1,0,0
4879,"City of Delaware City, Delaware City, DE",233,6,21,2,0,1,0,0,3,0,2,0,0
4881,"Massachusetts Turnpike Authority, Massachusetts",0,0,0,0,0,0,0,0,0,0,0,0,0
4882,"Alcoholic Beverage Control, Virginia",18,7,586,3,0,0,0,0,0,0,3,0,0
4883,"Department of Agriculture,  Natural Resources Conservation Service, United States of America",0,14,0,1,0,0,0,0,0,0,0,0,0
4884,"Manhattan District Attorney's Office, New York City, NY",154,10,164,13,16,0,1,5,4,3,10,0,0
4887,"Virginia State Bar, Virginia",0,3,0,1,0,0,0,0,0,0,0,0,0
4889,"California State University, Fullerton - University Police, California",4,2,0,1,0,0,0,0,0,1,0,0,0
4890,"Hacienda La Puente Unified School District - Police, La Puente, CA",0,0,0,0,0,0,0,0,0,0,0,0,0
4891,"Los Angeles County Sheriff's Department - Industry Station, Industry, CA",0,0,0,0,0,0,0,0,0,0,0,0,0
4892,"Mt. San Antonio College District - Public Safety Police, Walnut, CA",0,0,0,0,0,0,0,0,0,0,0,0,0
4893,"Department of Defense, United States of America",155,6,27,3,2,0,1,0,0,0,2,0,0
4894,"Binghamton Police Department, Binghamton, NY",1,6,540,4,0,0,3,1,0,1,3,0,0
4895,"Binghamton Office of the Mayor, Binghamton, NY",3,2,435,4,0,0,2,0,0,0,2,0,0
4896,"Binghamton City School District, Binghamton, NY",15,3,2,4,0,0,0,0,0,0,4,0,0
4897,"Buffalo Police Department, Buffalo, NY",36,8,90,7,7,0,3,2,0,2,7,0,0
4898,"Buffalo City School District, Buffalo, NY",62,7,6,4,0,0,1,0,0,0,3,0,0
4899,"Buffalo Mayor's Office, Buffalo, NY",261,19,35,4,1,0,0,0,0,1,2,1,0
4900,"Rainsville City Hall, Rainsville, AL",0,25,0,1,0,0,0,0,0,0,0,0,0
4901,"Longview Police Department, Longview, TX",24,6,22,1,2,0,0,0,0,0,2,0,0
4903,"New Castle County Police Department, New Castle County, DE",13,7,3,2,1,0,0,0,1,1,0,0,0
4905,"Vineland Police Department, Cumberland County, NJ",7,4,49,1,0,0,1,0,0,0,2,0,0
4906,"Millville Police Department, Cumberland County, NJ",101,8,3,1,0,0,0,0,0,0,1,0,0
4908,"City of Bridgeton, Bridgeton, NJ",0,4,163,1,0,0,0,0,0,0,0,0,0
4910,"Office of the Attorney General - Oklahoma, Oklahoma",159,15,6,3,3,0,0,0,0,1,2,0,0
4911,"Office of the Attorney General - Oregon, Oregon",24,9,5,4,8,0,6,0,0,2,2,1,0
4912,"Office of the Attorney General - Pennsylvania, Pennsylvania",46,3,23,7,1,0,0,1,2,2,1,0,0
4913,"Office of the Attorney General - South Carolina, South Carolina",0,21,0,3,0,0,0,0,0,0,0,0,0
4914,"Office of the Attorney General - South Dakota, South Dakota",28,3,12,3,0,0,0,0,0,2,2,0,0
4916,"Office of the Attorney General - Utah, Utah",360,8,9,3,7,0,2,1,0,0,1,1,0
4917,"Office of the Attorney General - Washington, Washington",50,9,4596,3,6,0,5,4,0,0,3,2,0
4918,"Office of the Attorney General - West Virginia, West Virginia",115,8,112,3,3,0,0,0,0,2,2,0,0
4919,"Office of the Attorney General - Wyoming, Wyoming",36,15,1,3,1,0,0,0,0,2,0,0,0
4920,"Department of Health and Social Services, Alaska",28,3,18,1,0,0,0,0,0,0,1,0,0
4921,"Health and Human Services Agency - California, California",92,9,0,2,9,0,0,0,0,1,0,0,0
4922,"Department of Human Services, Colorado",0,3,42,1,0,0,0,0,0,0,0,0,0
4923,"Department of Social Services, Connecticut",77,7,0,1,0,0,0,0,1,0,0,0,0
4924,"Department of Health and Social Services, Delaware",0,2,1,1,0,0,0,0,0,0,0,1,0
4925,"Department of Human Services, Georgia",4,1,17,2,0,0,0,0,0,0,1,0,0
4926,"Department of Human Services, Hawaii",29,7,13,1,1,0,0,1,0,0,2,1,0
4927,"City of Winnfield Police Department, Winnfield, LA",163,11,8,2,0,0,0,0,0,2,0,0,0
4930,"Kinder Police Department, Kinder, LA",307,28,3,2,0,0,0,0,0,1,0,0,0
4931,"State University of New York Rockland Community College, New York",183,16,14,1,1,0,0,0,0,0,1,0,0
4932,"University of Delaware, Delaware",21,2,0,4,1,0,0,0,2,0,1,0,0
4934,"City of Newark, Newark, DE",36,4,5,5,0,0,7,0,0,0,1,1,0
4936,"University of Arkansas Libraries, Arkansas",15,4,2,1,0,0,0,0,0,0,0,0,0
4938,"Hot Springs Police Department, Hot Springs, AR",0,1,0,2,0,0,0,0,0,0,0,0,0
4940,"Calexico Police Department, Calexico, CA",101,9,132,1,0,0,0,0,0,0,4,0,0
4941,"FDA  Federal Food and Drug administration, United States of America",0,0,0,0,0,0,0,0,0,0,0,0,0
4943,"Biddeford Police Department, Biddeford, ME",0,2,0,2,0,0,0,0,0,1,0,0,0
4945,"Department of Homeland Security, Office for Civil Rights and Civil Liberties, United States of America",0,9,0,3,1,0,3,0,0,0,0,0,0
4946,"Delaware State University, Delaware",38,4,0,1,0,0,0,0,0,0,1,0,0
4948,"Financial Services, Somerset County, NJ",0,1,0,1,0,0,0,0,0,0,0,0,0
4949,"Fulton County Police Department, Fulton County, GA",0,0,0,0,0,0,0,0,0,0,0,0,0
4950,"U.S. Senate Disbursing Office, United States of America",0,3,0,2,1,0,1,0,0,1,0,0,0
4951,"City of Adelanto, Adelanto, CA",60,8,306,5,3,0,2,0,0,2,15,0,0
4952,"LaSalle Economic Development District, Jena, LA",124,9,84,1,0,0,0,0,0,2,2,0,0
4953,"Town of Jena, Jena, LA",0,5,0,1,0,0,1,0,0,1,0,0,0
4954,"City of Alexandria, Alexandria, LA",246,17,0,2,0,0,0,0,0,3,0,0,0
4955,"Alexandria Police Department, Alexandria, LA",37,6,23,2,0,0,1,0,0,4,0,0,0
4956,"Vineland Police Department, Vineland, NJ",28,6,1082,6,5,0,0,0,1,1,15,2,0
4957,"Erie County District Attorney's Office, Erie County, NY",4,5,2,1,0,0,1,0,0,1,0,0,0
4959,"St. Petersburg Police Department, Pinellas County, FL",44,3,233,5,2,0,0,0,0,0,5,0,0
4960,"Iowa City School District, Iowa City, IA",116,12,38,4,5,0,2,0,0,4,3,0,0
4961,"Defense Media Activity, United States of America",0,6,3,1,1,0,0,1,0,0,0,0,0
4962,"Dennis Carlone, Cambridge City Council, Cambridge, MA",0,0,0,0,0,0,0,0,0,0,0,0,0
4963,"Cambridge City Council, Cambridge, MA",0,3,0,4,1,0,1,0,0,0,0,0,0
4966,"Cleveland Municipal Court Criminal Traffic Division, Cuyahoga County, OH",0,6,0,1,0,0,1,0,0,0,0,0,0
4970,"Department of Veterans Affairs, Office of Inspector General, United States of America",28,5,52,3,4,0,0,0,0,0,4,0,0
4971,"United States Attorney's Office, Western District of New York, United States of America",146,5,5,1,1,0,0,1,1,0,0,0,0
4972,"Department of Revenue, Colorado",2,4,0,1,0,0,0,0,0,1,0,0,0
4973,"Department of Revenue, Alaska",0,2,0,1,0,0,0,0,0,1,0,0,0
4975,"Cuyahoga County Sheriff, Cuyahoga County, OH",0,1,0,1,0,0,0,0,0,0,0,0,0
4976,"Black out Collective, Oakland, CA",0,1,0,1,0,0,0,0,0,0,0,0,0
4977,"Kansas Bureau of Investigation, Kansas",21,8,9,1,1,0,0,0,0,0,0,0,1
4981,"National Marine Fisheries Service, United States of America",0,15,10,2,3,2,4,0,0,0,0,0,0
4983,"Waterloo School District, Waterloo, IA",53,13,0,1,2,0,0,4,0,0,1,0,0
4984,"Lincoln County Sheriff's Department, Lincoln County, NV",0,7,0,2,3,0,2,1,0,0,0,0,0
4985,"Lincoln County Emergency Management Office, Lincoln County, NV",18,3,0,1,0,0,0,0,0,1,0,0,0
4986,"Clearwater Police Department, Clearwater, FL",64,8,148,3,3,0,0,0,0,0,10,0,0
4987,"Federal Maritime Commission, United States of America",26,2,0,2,0,0,0,0,1,1,0,0,0
4988,"Police Department, New Canaan, CT",0,1,0,1,0,0,0,0,0,0,0,0,0
4990,"City of Aurora, Aurora, CO",2,3,1,2,0,0,0,0,0,1,0,0,0
4991,"Baldwin Park Police Department, Baldwin Park, CA",0,28,0,3,3,0,0,0,0,0,0,0,0
4992,"City of Baldwin Park, Baldwin Park, CA",0,3,1,1,0,0,0,0,0,0,0,0,0
4993,"Panama City Police Department, Panama City, FL",148,5,0,2,1,0,0,0,0,1,0,0,0
4994,"City of Big Spring, Big Spring, TX",0,25,0,1,0,0,0,0,0,0,0,0,0
4995,"Big Spring Police Department, Big Spring, TX",320,26,3,2,0,0,3,1,0,0,1,0,0
4996,"City of Milton, Milton, FL",0,4,0,1,0,0,1,1,0,0,0,0,0
4997,"Milton Police Department, Milton, FL",0,24,0,2,0,0,0,0,0,0,0,0,0
4998,"City of Falfurrias, Falfurrias, TX",14,2,12,1,0,0,0,0,0,1,0,0,0
4999,"Falfurrias Police Department, Falfurrias, TX",34,14,0,2,0,0,0,0,0,1,0,0,0
5000,"City of Pompano Beach, Pompano Beach, FL",0,3,0,1,0,0,1,0,0,0,0,0,0
5002,"Office of State Employment Relations, Wisconsin",84,4,2,2,1,0,0,0,0,0,1,0,0
5003,"Williamson County Clerk - Courts Division, Williamson County, TX",22,4,3,3,0,0,4,0,0,1,0,0,0
5004,"U.S. Air Force - Global Strike Command, United States of America",0,2,0,1,0,0,0,0,0,0,0,0,0
5005,"North Allegheny School District, Mccandless, PA",58,22,585,1,4,0,0,0,0,2,11,0,0
5006,"Butler Area School District, Cranberry, PA",36,11,518,1,2,0,0,0,0,0,3,0,0
5007,"Seneca Valley School District, Harmony, PA",38,9,358,1,2,0,0,0,0,0,3,0,0
5008,"Anchorage Correctional Complex, Alaska",79,5,2,1,0,0,0,0,0,0,2,0,0
5009,"Arizona State Prison Complex - Phoenix, Arizona",64,6,1,1,0,0,0,0,0,1,0,0,0
5010,"Colorado State Penitentiary, Colorado",0,36,0,1,0,0,0,0,0,0,0,0,0
5011,"Fulton County Schools Police Department, Fulton County, GA",0,37,6,2,0,0,0,0,0,0,0,0,0
5014,"Department of the Navy, Office of the General Counsel, United States of America",70,5,4,1,0,0,0,0,0,2,0,0,0
5015,"Maryland National Guard, United States of America",0,0,0,0,0,0,0,0,0,0,0,0,0
5016,"Josephine County Sheriff's Office, Josephine County, OR",0,23,0,1,0,0,0,0,0,0,0,0,0
5017,"District Attorney Office, Josephine County, OR",7,3,1,2,0,0,1,0,0,1,0,0,0
5018,"Surveyor Office, Josephine County, OR",0,3,4,1,0,0,2,0,0,0,0,0,0
5019,"Clerk Office, Josephine County, OR",0,23,0,1,0,0,0,0,0,0,0,0,0
5022,"Abbevile Police Department, Abbeville, AL",32,4,0,1,0,0,0,0,0,1,0,0,0
5023,"Police Dept., Joliet, IL",0,1,0,1,0,0,0,0,0,0,0,0,0
5026,"Needham Public Schools, Needham, MA",0,3,2,1,0,0,0,2,0,0,0,0,0
5027,"City of Fort Collins Police Department, Fort Collins, CO",96,13,219,1,2,0,1,0,0,0,3,0,0
5028,"Bronx County District Attorney's Office, New York",0,16,0,1,7,0,0,1,0,0,0,0,0
5029,"Department of Health and Welfare, Idaho",34,11,172,1,1,0,2,2,0,0,4,0,0
5030,"Department of Human Services, Illinois",14,3,0,1,0,0,0,0,0,0,2,0,0
5031,"Family and Social Services Administration, Indiana",39,7,113,1,3,0,0,0,0,0,1,0,0
5032,"Department of Human Services, Iowa",11,6,0,1,0,0,1,0,0,1,0,0,0
5033,"Department for Children and Families, Kansas",14,5,4,1,1,0,0,0,0,0,2,0,0
5034,"Cabinet for Health and Family Services, Kentucky",29,4,4,1,0,0,0,0,2,0,0,0,0
5035,"Department of Children and Family Services, Louisiana",81,9,0,1,1,0,0,0,0,1,0,0,0
5036,"Department of Human Resources, Maryland",0,24,0,1,0,0,0,0,0,0,0,0,0
5037,"Department of Human Services, Michigan",0,3,7,1,1,0,1,0,0,0,0,0,0
5038,"Department of Human Services, Minnesota",19,4,246,2,1,0,0,0,2,0,1,0,0
5039,"Department of Human Services, Mississippi",0,3,10,1,0,0,2,0,0,0,0,0,0
5040,"Department of Social Services, Missouri",27,9,25,1,0,0,0,2,0,0,3,0,0
5041,"Department of Health and Human Services, Nebraska",11,5,0,1,0,0,0,0,0,1,0,0,0
5042,"Department of Health and Human  Services, Nevada",1,2,49,3,0,0,1,0,0,1,2,0,0
5043,"Department of Health and Human Services, New Hampshire",53,3,0,2,0,0,0,0,1,0,0,0,0
5044,"Department of Human Services, North Dakota",8,3,32,1,0,0,0,0,0,0,2,0,0
5045,"Department of Jobs and Family Services, Ohio",5,2,2,1,0,0,0,0,0,1,0,0,0
5046,"Houston Independent School District, Houston, TX",246,9,4,1,1,0,0,2,0,0,0,0,1
5047,"Navy Expeditionary Combat Command, United States of America",0,16,2,1,1,0,1,0,0,0,0,0,0
5048,"City of Santa Clara Police Department, Santa Clara, CA",13,13,273,2,0,0,0,0,0,1,22,0,0
5049,"Department of Education, West Virginia",7,4,5,2,0,0,0,1,0,1,0,0,0
5050,"Santa Cruz County Sheriff's Office, Santa Cruz, CA",0,24,0,1,0,0,0,0,0,0,0,0,0
5051,"City of McFarland Police Department, Mcfarland, CA",53,5,1,3,1,0,5,0,0,0,0,0,1
5052,"Department of Cultural Affairs, New York City, NY",22,3,21,1,0,0,0,0,0,0,1,0,0
5053,"Civilian Complaint and Review Board, New York City, NY",28,3,3,2,1,0,0,0,1,0,0,0,0
5055,"Garrett County Schools, Garrett County, MD",56,5,79,1,0,0,0,0,0,0,2,0,0
5056,"Office of the Attorney General - Alabama, Alabama",0,3,3,2,0,0,2,0,0,0,0,0,0
5057,"Office of the Attorney General - Alaska, Alaska",12,4,8,2,0,0,3,0,0,1,0,0,0
5065,"Office of the Attorney General - New Jersey, New Jersey",14,13,4,4,4,0,0,0,0,2,0,0,0
5068,"Office of the Attorney General - Tennessee, Tennessee",22,2,2,3,0,0,0,0,2,0,0,0,0
5073,"Carmichaels Area School District, Greene County, PA",118,17,3,1,0,0,1,0,0,2,0,0,0
5074,"Central Greene School District, Greene County, PA",237,15,12,1,0,0,0,0,2,0,0,0,0
